"","row","col","geo","dep","sal","env","nut","enz","bac.repl","bac.rich","bac.sor","bac.repl.wt","bac.rich.wt","bac.sor.wt","fun.repl","fun.rich","fun.sor","fun.repl.wt","fun.rich.wt","fun.sor.wt"
"80","Site23","Site2",0.206757905278401,55,4.04543528356094,2.73151212030365,1.38829331105048,1.86621392017619,0.380142553457547,0.0696511191696886,0.449793672627235,0.411053480058877,0.0311277773883788,0.442181257447256,0.472420506164828,0.0940947436729396,0.566515249837768,0.446965459838199,0.140499143432173,0.587464603270372
"81","Site24","Site2",0.206757905278401,75,3.33530800906067,3.10726379305375,1.41400736506785,0.635403229094668,0.378772635814889,0.0757042253521127,0.454476861167002,0.473875025127071,0.00763145047813227,0.481506475605203,0.515527950310559,0.0472049689440994,0.562732919254658,0.200523550843465,0.418113189545679,0.618636740389145
"82","Site25","Site2",0.426091398881457,10,7.74538719124354,4.26352747708599,2.35745448735443,5.4364083907714,0.261338777891206,0.247484322590054,0.50882310048126,0.399825139022354,0.0887773909481876,0.488602529970541,0.572576018359151,0.0327022375215146,0.605278255880666,0.458128716787366,0.316877671099101,0.775006387886467
"83","Site26","Site2",0.426091398881457,0,2.85007971267258,3.84955816392285,1.46574747392619,3.30247360904084,0.324097176625082,0.123309258043336,0.447406434668418,0.308621541014043,0.092093464220111,0.400715005234154,0.604819277108434,0.0156626506024096,0.620481927710843,0.405128347337382,0.398654748589581,0.803783095926963
"84","Site27","Site2",0.426091398881457,15,2.88706888505509,1.54274599131065,1.03822956001231,2.31698448964594,0.416817687567959,0.0334662317264709,0.45028391929443,0.3720520857613,0.0382363480130388,0.410288433774339,0.600706713780919,0.00706713780918728,0.607773851590106,0.501038180904483,0.239708763960904,0.740746944865387
"85","Site28","Site2",0.426091398881457,35,2.95532516773564,1.8858649531545,1.1464568205023,2.43219143823346,0.379565772669221,0.0924648786717752,0.472030651340996,0.423421881543251,0.00671121388125193,0.430133095424503,0.571265025758443,0.0349170005724098,0.606182026330853,0.34639404591162,0.480677684674928,0.827071730586548
"86","Site29","Site2",0.426091398881457,55,3.57170988108125,2.62422472107202,0.974427151626535,2.34726356127038,0.383305161877519,0.112209075542842,0.495514237420361,0.436122967391868,0.0445385266723116,0.480661494064179,0.549835706462212,0.076670317634173,0.626506024096386,0.258206281199475,0.593892341913991,0.852098623113466
"87","Site30","Site2",0.426091398881457,75,4.28827361127687,2.34573674187344,1.41642969924158,1.09335332363574,0.371005455962588,0.111197713691868,0.482203169654456,0.42941630239136,0.0262031652324611,0.455619467623821,0.567642186637217,0.0690226394257316,0.636664826062949,0.306690081287871,0.514546250509915,0.821236331797785
"88","Site31","Site2",0.524370886701924,10,3.11386973530481,2.51592016685053,1.59729331389416,5.98146097663484,0.466235905232484,0.0837450905865957,0.54998099581908,0.590156001652702,0.0290600072212648,0.619216008873967,0.541343669250646,0.0891472868217054,0.630490956072351,0.507585308374686,0.252137259785795,0.759722568160481
"89","Site32","Site2",0.524370886701924,0,3.14915985659431,3.03814149880158,2.56117909173166,6.60882927096782,0.422571064913025,0.0927025880356385,0.515273652948664,0.429103647686833,0.0980315836298932,0.527135231316726,0.605988023952096,0.00958083832335329,0.615568862275449,0.448706613618401,0.346387761389972,0.795094375008373
"90","Site33","Site2",0.524370886701924,15,2.92907277994692,2.33869648507125,1.3806315663448,1.45869865900591,0.37679681924763,0.127943725150372,0.504740544398002,0.468693694510203,0.00224406265973992,0.470937757169943,0.560501567398119,0.0570532915360502,0.617554858934169,0.523642116364915,0.220321513606801,0.743963629971716
